strucpro_code,geo_code,crops,strucpro,geo,time,values
PR_HU_EU,ES,Artichokes,Harvested production in EU standard humidity (1000 t),Spain,2018,208.46
PR_HU_EU,EU,Artichokes,Harvested production in EU standard humidity (1000 t),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,650.74
PR_HU_EU,EU27_2020,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),2018,650.74
PR_HU_EU,EU28,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 28 countries (2013-2020),2018,650.74
PR_HU_EU,FI,Artichokes,Harvested production in EU standard humidity (1000 t),Finland,2018,0
PR_HU_EU,FR,Artichokes,Harvested production in EU standard humidity (1000 t),France,2018,47.19
PR_HU_EU,HR,Artichokes,Harvested production in EU standard humidity (1000 t),Croatia,2018,0
PR_HU_EU,HU,Artichokes,Harvested production in EU standard humidity (1000 t),Hungary,2018,0.03
PR_HU_EU,IE,Artichokes,Harvested production in EU standard humidity (1000 t),Ireland,2018,0
PR_HU_EU,IS,Artichokes,Harvested production in EU standard humidity (1000 t),Iceland,2018,0
PR_HU_EU,IT,Artichokes,Harvested production in EU standard humidity (1000 t),Italy,2018,373.43
PR_HU_EU,LT,Artichokes,Harvested production in EU standard humidity (1000 t),Lithuania,2018,0
PR_HU_EU,LU,Artichokes,Harvested production in EU standard humidity (1000 t),Luxembourg,2018,0
PR_HU_EU,LV,Artichokes,Harvested production in EU standard humidity (1000 t),Latvia,2018,0
PR_HU_EU,ME,Artichokes,Harvested production in EU standard humidity (1000 t),Montenegro,2018,0
PR_HU_EU,MK,Artichokes,Harvested production in EU standard humidity (1000 t),North Macedonia,2018,0
PR_HU_EU,MT,Artichokes,Harvested production in EU standard humidity (1000 t),Malta,2018,1.62
PR_HU_EU,NL,Artichokes,Harvested production in EU standard humidity (1000 t),Netherlands,2018,0
PR_HU_EU,NO,Artichokes,Harvested production in EU standard humidity (1000 t),Norway,2018,0
PR_HU_EU,PL,Artichokes,Harvested production in EU standard humidity (1000 t),Poland,2018,0
PR_HU_EU,PT,Artichokes,Harvested production in EU standard humidity (1000 t),Portugal,2018,0
PR_HU_EU,RO,Artichokes,Harvested production in EU standard humidity (1000 t),Romania,2018,0
PR_HU_EU,RS,Artichokes,Harvested production in EU standard humidity (1000 t),Serbia,2018,0
PR_HU_EU,SE,Artichokes,Harvested production in EU standard humidity (1000 t),Sweden,2018,0
PR_HU_EU,SI,Artichokes,Harvested production in EU standard humidity (1000 t),Slovenia,2018,0
PR_HU_EU,SK,Artichokes,Harvested production in EU standard humidity (1000 t),Slovakia,2018,0
PR_HU_EU,TR,Artichokes,Harvested production in EU standard humidity (1000 t),Turkey,2018,39
PR_HU_EU,UK,Artichokes,Harvested production in EU standard humidity (1000 t),United Kingdom,2018,0
PR_HU_EU,XK,Artichokes,Harvested production in EU standard humidity (1000 t),Kosovo (under United Nations Security Council Resolution 1244/99),2018,0
AR,AL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Albania,2017,0
AR,AT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Austria,2017,0
AR,BA,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,2017,0
AR,BE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Belgium,2017,0
AR,BG,Artichokes,Area (cultivation/harvested/production) (1000 ha),Bulgaria,2017,0
AR,CH,Artichokes,Area (cultivation/harvested/production) (1000 ha),Switzerland,2017,0
AR,CY,Artichokes,Area (cultivation/harvested/production) (1000 ha),Cyprus,2017,0.09
AR,CZ,Artichokes,Area (cultivation/harvested/production) (1000 ha),Czechia,2017,0
AR,DE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Germany (until 1990 former territory of the FRG),2017,0
AR,DK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Denmark,2017,0
AR,EE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Estonia,2017,0
AR,EL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Greece,2017,0.65
AR,ES,Artichokes,Area (cultivation/harvested/production) (1000 ha),Spain,2017,16.4
AR,EU,Artichokes,Area (cultivation/harvested/production) (1000 ha),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,64.86
AR,EU27_2020,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),2017,64.86
AR,EU28,Artichokes,Area (cultivation/harvested/production) (1000 ha),European Union - 28 countries (2013-2020),2017,64.86
AR,FI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Finland,2017,0
AR,FR,Artichokes,Area (cultivation/harvested/production) (1000 ha),France,2017,7.23
AR,HR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Croatia,2017,0
AR,HU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Hungary,2017,0
AR,IE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Ireland,2017,0
AR,IS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Iceland,2017,0
AR,IT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Italy,2017,40.48
AR,LT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Lithuania,2017,0
AR,LU,Artichokes,Area (cultivation/harvested/production) (1000 ha),Luxembourg,2017,0
AR,LV,Artichokes,Area (cultivation/harvested/production) (1000 ha),Latvia,2017,0
AR,ME,Artichokes,Area (cultivation/harvested/production) (1000 ha),Montenegro,2017,0
AR,MK,Artichokes,Area (cultivation/harvested/production) (1000 ha),North Macedonia,2017,0
AR,MT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Malta,2017,0
AR,NL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Netherlands,2017,0
AR,NO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Norway,2017,0
AR,PL,Artichokes,Area (cultivation/harvested/production) (1000 ha),Poland,2017,0
AR,PT,Artichokes,Area (cultivation/harvested/production) (1000 ha),Portugal,2017,0
AR,RO,Artichokes,Area (cultivation/harvested/production) (1000 ha),Romania,2017,0
AR,RS,Artichokes,Area (cultivation/harvested/production) (1000 ha),Serbia,2017,0
AR,SE,Artichokes,Area (cultivation/harvested/production) (1000 ha),Sweden,2017,0
AR,SI,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovenia,2017,0
AR,SK,Artichokes,Area (cultivation/harvested/production) (1000 ha),Slovakia,2017,0
AR,TR,Artichokes,Area (cultivation/harvested/production) (1000 ha),Turkey,2017,3
AR,UK,Artichokes,Area (cultivation/harvested/production) (1000 ha),United Kingdom,2017,0
PR_HU_EU,AL,Artichokes,Harvested production in EU standard humidity (1000 t),Albania,2017,0
PR_HU_EU,AT,Artichokes,Harvested production in EU standard humidity (1000 t),Austria,2017,0
PR_HU_EU,BA,Artichokes,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,2017,0
PR_HU_EU,BE,Artichokes,Harvested production in EU standard humidity (1000 t),Belgium,2017,0
PR_HU_EU,BG,Artichokes,Harvested production in EU standard humidity (1000 t),Bulgaria,2017,0
PR_HU_EU,CH,Artichokes,Harvested production in EU standard humidity (1000 t),Switzerland,2017,0
PR_HU_EU,CY,Artichokes,Harvested production in EU standard humidity (1000 t),Cyprus,2017,1.85
PR_HU_EU,CZ,Artichokes,Harvested production in EU standard humidity (1000 t),Czechia,2017,0
PR_HU_EU,DE,Artichokes,Harvested production in EU standard humidity (1000 t),Germany (until 1990 former territory of the FRG),2017,0
PR_HU_EU,DK,Artichokes,Harvested production in EU standard humidity (1000 t),Denmark,2017,0
PR_HU_EU,EE,Artichokes,Harvested production in EU standard humidity (1000 t),Estonia,2017,0
PR_HU_EU,EL,Artichokes,Harvested production in EU standard humidity (1000 t),Greece,2017,4.46
PR_HU_EU,ES,Artichokes,Harvested production in EU standard humidity (1000 t),Spain,2017,223.15
PR_HU_EU,EU,Artichokes,Harvested production in EU standard humidity (1000 t),"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,664.03
PR_HU_EU,EU27_2020,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),2017,664.03
PR_HU_EU,EU28,Artichokes,Harvested production in EU standard humidity (1000 t),European Union - 28 countries (2013-2020),2017,664.03
PR_HU_EU,FI,Artichokes,Harvested production in EU standard humidity (1000 t),Finland,2017,0
PR_HU_EU,FR,Artichokes,Harvested production in EU standard humidity (1000 t),France,2017,45.29
PR_HU_EU,HR,Artichokes,Harvested production in EU standard humidity (1000 t),Croatia,2017,0
PR_HU_EU,HU,Artichokes,Harvested production in EU standard humidity (1000 t),Hungary,2017,0.02
PR_HU_EU,IE,Artichokes,Harvested production in EU standard humidity (1000 t),Ireland,2017,0
PR_HU_EU,IS,Artichokes,Harvested production in EU standard humidity (1000 t),Iceland,2017,0
PR_HU_EU,IT,Artichokes,Harvested production in EU standard humidity (1000 t),Italy,2017,387.8
PR_HU_EU,LT,Artichokes,Harvested production in EU standard humidity (1000 t),Lithuania,2017,0
PR_HU_EU,LU,Artichokes,Harvested production in EU standard humidity (1000 t),Luxembourg,2017,0
PR_HU_EU,LV,Artichokes,Harvested production in EU standard humidity (1000 t),Latvia,2017,0
PR_HU_EU,ME,Artichokes,Harvested production in EU standard humidity (1000 t),Montenegro,2017,0
PR_HU_EU,MK,Artichokes,Harvested production in EU standard humidity (1000 t),North Macedonia,2017,0
PR_HU_EU,MT,Artichokes,Harvested production in EU standard humidity (1000 t),Malta,2017,1.46
PR_HU_EU,NL,Artichokes,Harvested production in EU standard humidity (1000 t),Netherlands,2017,0
PR_HU_EU,NO,Artichokes,Harvested production in EU standard humidity (1000 t),Norway,2017,0
